UBIGEO,DEPARTAMENTO,PROVINCIA,Distrito,Zona,Latitud,Longitud,cobertura.cell,Educ.sec.comp,esp.vid.nacer,Ing.fam.p.cap,NBS.2017,No.Pobreza,Tasa.docen_pub,cobertura.cell_mf,Tasa.docen_pub_mf
10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,X,-6.2294,-77.8714,87.5,79.56270499773225,72.19267446694317,1259.1302441074904,88.0,90.965375,200.54163381440472,87.5,200.54163381440472
10102,AMAZONAS,CHACHAPOYAS,ASUNCION,X,-6.0317,-77.7122,11.111111111111114,71.00683150377321,71.36455274669044,561.1026337230529,26.599999999999994,63.480050999999996,138.88888888888889,11.111111111111114,138.88888888888889
10103,AMAZONAS,CHACHAPOYAS,BALSAS,X,-6.8375,-78.0214,32.14285714285714,32.772383770972255,68.5944049111095,415.0210470319895,62.2,54.267038,188.56447688564478,32.14285714285714,188.56447688564478
10104,AMAZONAS,CHACHAPOYAS,CHETO,X,-6.2558,-77.7003,6.25,52.210905517480306,77.52825245732767,398.663339100127,72.7,60.830218,287.6480541455161,6.25,287.6480541455161
10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,X,-6.0778,-77.7392,30.232558139534888,36.86893174234378,72.4601514868895,325.93053088503234,40.9,46.95433799999999,101.89228529839883,30.232558139534888,101.89228529839883
10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,X,-6.9333,-77.8575,37.5,30.431499215902807,67.01416143046922,267.38750299093635,64.0,48.392168,285.85271317829455,37.5,285.85271317829455
10107,AMAZONAS,CHACHAPOYAS,GRANADA,X,-6.0997,-77.6344,8.333333333333343,25.709370027228236,66.18183564267636,766.8057163809906,64.0,56.13404299999999,369.39313984168865,8.333333333333343,369.39313984168865
10108,AMAZONAS,CHACHAPOYAS,HUANCAS,X,-6.1747,-77.8686,57.142857142857146,65.35856081597308,73.06259823842711,525.798289065862,83.5,68.022688,60.19563581640331,57.142857142857146,60.19563581640331
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,X,-6.4825,-77.8192,32.0,42.662944342736665,73.09450199987279,305.7147008552298,61.3,52.052277000000004,246.689642662797,32.0,246.689642662797
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,X,-6.6636,-77.8006,26.388888888888886,39.98940691187228,70.29947947949306,615.8532409284508,70.4,74.25831600000001,211.60247265810744,26.388888888888886,211.60247265810744
10111,AMAZONAS,CHACHAPOYAS,LEVANTO,X,-6.3086,-77.8994,84.84848484848484,39.631719909082726,76.45234932351796,418.12422320150586,68.8,58.918555999999995,185.61484918793502,84.84848484848484,185.61484918793502
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,X,-6.3736,-77.9017,66.66666666666667,53.25512362782992,71.6224137748989,848.5523902039488,78.5,69.36591200000001,217.3913043478261,66.66666666666667,217.3913043478261
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,X,-6.5939,-77.8053,51.89873417721519,50.26326274986194,69.29510898017024,752.3181038375416,74.4,60.769118,192.69776876267747,51.89873417721519,192.69776876267747
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,X,-6.2056,-77.6683,6.451612903225808,53.63825401364164,70.27566358477007,529.8481932967343,62.2,64.345696,185.45454545454547,6.451612903225808,185.45454545454547
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,X,-6.6133,-77.8025,55.0,42.60409890226393,71.25949141385368,737.6623414929259,79.2,61.355511,227.27272727272728,55.0,227.27272727272728
10116,AMAZONAS,CHACHAPOYAS,OLLEROS,X,-6.0239,-77.6761,,53.25512362782992,71.93832959195329,435.89541196081825,15.700000000000003,52.0918,110.19283746556474,40.15748031496062,110.19283746556474
10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,X,-6.085,-77.66,5.128205128205138,52.071676436100354,73.32243829290016,494.98085291024677,15.0,52.880798,120.48192771084338,5.128205128205138,120.48192771084338
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,X,-6.2333,-77.7392,42.10526315789473,55.570563785561646,71.22268398592,831.2588258889177,74.7,70.295906,256.4102564102564,42.10526315789473,256.4102564102564
10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,X,-6.3533,-77.8439,52.525252525252526,38.234447732800966,69.79649622038562,426.209374114065,70.5,56.629885,241.8207681365576,52.525252525252526,241.8207681365576
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,X,-6.2619,-77.7453,53.84615384615385,36.31031156442948,74.39712355122938,481.7886705570554,67.4,58.937636,168.97081413210446,53.84615384615385,168.97081413210446
10121,AMAZONAS,CHACHAPOYAS,SONCHE,X,-6.2183,-77.7753,46.666666666666664,34.083279121811145,74.25363556129022,641.3081270198046,33.2,44.149798,137.61467889908258,46.666666666666664,137.61467889908258
10201,AMAZONAS,BAGUA,BAGUA,X,-5.6389,-78.5319,55.172413793103445,70.79550120563063,73.02563696239686,1074.01502532359,74.6,83.787165,214.63339848990074,55.172413793103445,214.63339848990074
10202,AMAZONAS,BAGUA,ARAMANGO,X,-5.4156,-78.4361,27.58620689655173,37.54588506902197,73.24213443641177,535.8061543006487,37.1,61.474193,268.73857404021936,27.58620689655173,268.73857404021936
10203,AMAZONAS,BAGUA,COPALLIN,X,-5.6733,-78.4228,80.0,52.57136106354846,74.21915204632617,859.4187304174368,54.6,75.469742,151.92277259059978,80.0,151.92277259059978
10204,AMAZONAS,BAGUA,EL PARCO,X,-5.6247,-78.4764,100.0,70.21540936820999,74.33305778713057,801.145916304229,40.1,64.750412,140.75067024128688,100.0,140.75067024128688
10205,AMAZONAS,BAGUA,IMAZA,ZG,-5.16,-78.2903,11.949685534591197,31.29571856943457,73.06586348789934,309.13989064421236,11.599999999999994,46.05031000000001,419.76729844180403,11.949685534591197,419.76729844180403
10206,AMAZONAS,BAGUA,LA PECA,X,-5.6092,-78.4344,74.28571428571429,48.50599098130371,71.50711585190133,960.8637998891598,57.6,65.238334,247.26640159045726,74.28571428571429,247.26640159045726
10301,AMAZONAS,BONGARA,JUMBILLA,X,-5.9006,-77.7958,25.80645161290323,42.20926025608978,70.16858166418757,759.009687046202,77.3,70.45232200000001,221.08843537414967,25.80645161290323,221.08843537414967
10302,AMAZONAS,BONGARA,CHISQUILLA,X,-5.9003,-77.7839,18.91891891891892,77.51764145443788,71.54189779859567,797.7511453256975,40.2,57.75816999999999,89.55223880597015,18.91891891891892,89.55223880597015
10303,AMAZONAS,BONGARA,CHURUJA,X,-6.0192,-77.9517,77.77777777777777,80.4990892026855,64.3844584280216,950.3463607324894,63.8,79.21305,148.6988847583643,77.77777777777777,148.6988847583643
10304,AMAZONAS,BONGARA,COROSHA,X,-5.8294,-77.84,86.66666666666667,41.841334500830875,73.30360352229191,669.1598088661374,16.200000000000003,45.203632,191.20458891013385,86.66666666666667,191.20458891013385
10305,AMAZONAS,BONGARA,CUISPES,X,-5.9236,-77.9392,65.38461538461539,37.441436838458365,67.59690438348588,354.42397951957685,58.9,54.168411,66.74082313681869,65.38461538461539,66.74082313681869
10306,AMAZONAS,BONGARA,FLORIDA,X,-5.8336,-77.9714,32.653061224489804,38.10741197550097,71.89133744479778,486.65522857456045,49.1,66.317786,144.29181576820963,32.653061224489804,144.29181576820963
10307,AMAZONAS,BONGARA,JAZAN,X,-5.9419,-77.9806,91.83673469387755,57.66827407288429,71.69287937486317,919.4305052280898,74.8,77.287099,222.48368809498342,91.83673469387755,222.48368809498342
10308,AMAZONAS,BONGARA,RECTA,X,-5.9194,-77.7861,21.42857142857143,26.833029734228496,68.9394876750971,473.3343445691657,35.599999999999994,61.309295,49.75124378109452,21.42857142857143,49.75124378109452
10309,AMAZONAS,BONGARA,SAN CARLOS,X,-5.9636,-77.9447,68.18181818181819,46.95780203489987,69.17751252092667,431.2339278967351,50.3,71.0409,96.7741935483871,68.18181818181819,96.7741935483871
10310,AMAZONAS,BONGARA,SHIPASBAMBA,X,-5.8744,-78.0692,31.25,49.33277516355053,72.0241280187113,487.5654184493693,51.7,64.136852,131.94062671797693,31.25,131.94062671797693
10311,AMAZONAS,BONGARA,VALERA,X,-6.0425,-77.9139,90.0,46.30012973749231,67.0781137887025,734.6351739124079,69.0,79.21305,70.2576112412178,90.0,70.2576112412178
10312,AMAZONAS,BONGARA,YAMBRASBAMBA,X,-5.6908,-77.9772,30.909090909090907,35.146537687150676,70.76942119555912,540.5432655816392,33.0,56.140721,178.2762691853601,30.909090909090907,178.2762691853601
10401,AMAZONAS,CONDORCANQUI,NIEVA,ZG,-4.5947,-77.8672,7.913669064748191,33.66065649094236,66.03882361130101,331.1743665720801,14.299999999999997,48.593737999999995,289.93941053640503,7.913669064748191,289.93941053640503
10402,AMAZONAS,CONDORCANQUI,EL CENEPA,ZG,-4.4503,-78.1592,2.4691358024691397,34.45140692321352,70.04706755963505,166.5953670474873,8.900000000000006,37.087619000000004,355.50935550935554,2.4691358024691397,355.50935550935554
10403,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,ZG,-4.0106,-77.7658,5.4054054054054035,33.95593899351361,64.36874405218774,121.65347819440429,5.799999999999997,40.127665,306.72318379842227,5.4054054054054035,306.72318379842227
10501,AMAZONAS,LUYA,LAMUD,X,-6.1308,-77.9503,90.625,52.23888778711162,71.71404400178844,811.135646400835,87.8,69.048614,453.75218150087255,90.625,453.75218150087255
10502,AMAZONAS,LUYA,CAMPORREDONDO,X,-6.2136,-78.3186,80.48780487804878,27.961453777333638,69.65739034030928,517.6068604540246,73.1,49.793282000000005,232.786425466274,80.48780487804878,232.786425466274
10503,AMAZONAS,LUYA,COCABAMBA,X,-6.6297,-78.0303,3.296703296703299,23.28563096955385,68.55408075164151,319.96061978190625,72.1,44.02077700000001,226.4600715137068,3.296703296703299,226.4600715137068
10504,AMAZONAS,LUYA,COLCAMAR,X,-6.3175,-78.0019,35.0,26.613018676018307,72.52753499787029,309.3606876112909,85.2,57.679508,181.17543084401237,35.0,181.17543084401237
10505,AMAZONAS,LUYA,CONILA,X,-6.1592,-78.1419,14.285714285714292,55.173656763915645,75.9711015064255,372.4570055161621,82.6,50.35772800000001,177.62842054728756,14.285714285714292,177.62842054728756
10506,AMAZONAS,LUYA,INGUILPATA,X,-6.2428,-77.9561,60.0,55.76061055927646,73.72680405658056,383.7575629263043,80.5,59.803752,170.35775127768312,60.0,170.35775127768312
10507,AMAZONAS,LUYA,LONGUITA,X,-6.4147,-77.9681,4.545454545454547,28.67688543048503,71.41882507038568,277.16293964606837,82.0,43.24870899999999,189.49181739879413,4.545454545454547,189.49181739879413
10508,AMAZONAS,LUYA,LONYA CHICO,X,-6.2328,-77.9564,72.72727272727273,33.85945508659679,73.62043848193083,473.30032853855744,66.2,53.300475000000006,176.89906347554628,72.72727272727273,176.89906347554628
10509,AMAZONAS,LUYA,LUYA,X,-6.165,-77.9469,100.0,45.5282510958216,74.21980286210082,524.0536540860535,84.6,69.715499,223.9819004524887,100.0,223.9819004524887
10510,AMAZONAS,LUYA,LUYA VIEJO,X,-6.1275,-78.0847,40.0,33.45636633556587,78.16122176337115,338.29224041009655,78.6,45.56163199999999,122.69938650306749,40.0,122.69938650306749
10511,AMAZONAS,LUYA,MARIA,X,-6.4517,-77.9733,78.94736842105263,18.06643782120557,70.27811162200655,385.691516857735,78.6,48.129806,179.8941798941799,78.94736842105263,179.8941798941799
10512,AMAZONAS,LUYA,OCALLI,X,-6.2347,-78.2667,70.17543859649123,29.610806986650253,68.42424106590248,468.6191979822818,80.6,54.60342,190.18548955153793,70.17543859649123,190.18548955153793
10513,AMAZONAS,LUYA,OCUMAL,X,-6.3061,-78.2294,31.25,38.70890166469908,68.99929865360521,303.3910547141087,73.2,47.757221,250.3576537911302,31.25,250.3576537911302
10514,AMAZONAS,LUYA,PISUQUIA,X,-6.5114,-78.0747,2.197802197802204,39.79129960620556,69.00409533453286,707.0606533592318,76.4,41.471428,252.7723418134377,2.197802197802204,252.7723418134377
10515,AMAZONAS,LUYA,PROVIDENCIA,X,-6.3108,-78.2503,61.904761904761905,25.38069170284308,71.14816419076296,244.20354222500822,75.2,45.266458,286.4583333333333,61.904761904761905,286.4583333333333
10516,AMAZONAS,LUYA,SAN CRISTOBAL,X,-6.0997,-77.9525,75.0,44.84576764129042,72.91744565277612,434.23264720392643,73.3,47.24359,248.17518248175182,75.0,248.17518248175182
10517,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,X,-6.5861,-77.8469,37.93103448275862,29.83946186685605,69.91274162261908,686.879130958898,67.9,50.903938999999994,207.06455542021925,37.93103448275862,207.06455542021925
10518,AMAZONAS,LUYA,SAN JERONIMO,X,-6.0344,-77.9669,74.19354838709677,29.27432054362014,72.20127203901001,282.15466828087295,65.9,52.852422000000004,68.18181818181817,74.19354838709677,68.18181818181817
10519,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,X,-6.4572,-77.8969,79.59183673469389,43.75063290035537,72.87381732333115,586.2059544631312,33.400000000000006,44.353222,296.44268774703556,79.59183673469389,296.44268774703556
10520,AMAZONAS,LUYA,SANTA CATALINA,X,-6.1117,-78.0633,16.666666666666657,20.588533129578995,73.3994387619883,367.19059694998225,55.7,39.697034,246.33123689727464,16.666666666666657,246.33123689727464
10521,AMAZONAS,LUYA,SANTO TOMAS,X,-6.5617,-77.8739,31.372549019607845,32.032691172350304,69.53135837487527,306.078896397217,45.1,53.020771,200.73508623126943,31.372549019607845,200.73508623126943
10522,AMAZONAS,LUYA,TINGO,X,-6.3761,-77.9056,14.285714285714292,38.91863022708683,67.07330590321597,739.1764930183533,73.4,59.9837,190.75568598679385,14.285714285714292,190.75568598679385
10523,AMAZONAS,LUYA,TRITA,X,-6.1519,-77.9806,87.5,33.82002249138724,76.26539778852114,464.23029481109927,84.8,49.941711,246.7343976777939,87.5,246.7343976777939
10601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,X,-6.3956,-77.4831,81.08108108108108,51.89732464509744,73.63757229637942,973.5581051719766,82.9,79.178646,283.5538752362949,81.08108108108108,283.5538752362949
10602,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,X,-6.5283,-77.4869,,26.606469696809526,67.85945076016495,304.042809726535,29.0,61.550835,283.7902837902838,19.718309859154928,283.7902837902838
10603,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,X,-6.3933,-77.5889,33.33333333333334,58.453607667233044,76.1555130827283,548.4807469881807,59.3,66.571429,317.46031746031747,33.33333333333334,317.46031746031747
10604,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,X,-6.4275,-77.5369,90.2439024390244,34.237113062236496,71.70568029988878,745.4889173902666,45.1,77.029,169.15814319433517,90.2439024390244,169.15814319433517
10605,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,X,-6.5025,-77.5097,2.0,35.07216460033982,67.72251942285519,314.74527185804595,40.6,62.566577,91.83338799606429,2.0,91.83338799606429
10606,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,X,-6.3853,-77.5461,70.0,42.29290437099802,71.87029111732674,691.1531994464355,60.8,74.178,129.70969734403954,70.0,129.70969734403954
10607,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,X,-6.3697,-77.5003,78.57142857142857,53.83169450284718,73.00435172260774,866.1359969875144,77.8,77.882027,218.02325581395348,78.57142857142857,218.02325581395348
10608,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,X,-6.4983,-77.4358,10.526315789473685,23.381443066893215,67.72490839943652,509.5778248274251,61.4,68.395879,200.3338898163606,10.526315789473685,200.3338898163606
10609,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,X,-6.4686,-77.3947,17.721518987341767,27.019881911486294,68.50169316056406,397.0993199463417,30.400000000000006,60.49165000000001,277.9196893838766,17.721518987341767,277.9196893838766
10610,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,ZG,-6.4542,-77.4539,33.33333333333334,26.304123450254867,76.17018271518374,632.9109106915894,48.8,75.546224,87.527352297593,33.33333333333334,87.527352297593
10611,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,X,-6.4914,-77.4711,16.666666666666657,23.381443066893215,68.4088741916342,847.1827783307491,75.5,77.029,66.96428571428571,16.666666666666657,66.96428571428571
10612,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,X,-6.1514,-77.3019,3.8461538461538396,28.289340314425047,69.48274700480698,260.21114538078626,12.599999999999994,48.76222799999999,134.10465422035236,3.8461538461538396,134.10465422035236
10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,X,-5.7558,-78.4428,31.66666666666667,67.85872080070428,71.57902961898438,883.7235526008442,67.0,75.497006,208.7613125312309,31.66666666666667,208.7613125312309
10702,AMAZONAS,UTCUBAMBA,CAJARURO,X,-5.7364,-78.4267,52.98507462686567,56.20344511610869,71.53289088984752,870.0823312758678,53.0,64.070382,203.22207012740867,52.98507462686567,203.22207012740867
10703,AMAZONAS,UTCUBAMBA,CUMBA,X,-5.9317,-78.6653,40.845070422535215,37.02439337366064,70.76334156007144,586.971925409676,44.8,62.554902,237.6599634369287,40.845070422535215,237.6599634369287
10704,AMAZONAS,UTCUBAMBA,EL MILAGRO,X,-5.6367,-78.5578,28.0,51.41982504028775,72.29125496481676,1076.1278232333143,60.3,73.28786500000001,200.03125488357557,28.0,200.03125488357557
10705,AMAZONAS,UTCUBAMBA,JAMALCA,X,-5.9158,-78.2203,31.578947368421055,53.37495146767511,70.99108840660561,678.7937779833102,50.3,64.525212,242.63011039670022,31.578947368421055,242.63011039670022
10706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,X,-6.0956,-78.4219,62.82051282051282,42.109010898344565,70.84914522573631,673.4753412017312,68.5,67.671904,227.90385904433592,62.82051282051282,227.90385904433592
10707,AMAZONAS,UTCUBAMBA,YAMON,X,-6.0525,-78.5322,25.581395348837205,40.59119567789188,70.22950598628104,486.208931454603,36.8,61.608239,309.7500879971841,25.581395348837205,309.7500879971841
20101,ANCASH,HUARAZ,HUARAZ,ZNG,-10.2992,-77.1508,41.764705882352935,74.04555490947676,74.32152956359432,1025.0063083434895,81.2,89.757545,117.72230936752814,41.764705882352935,117.72230936752814
20102,ANCASH,HUARAZ,COCHABAMBA,X,-10.4592,-77.3283,4.3010752688172005,36.53180782914251,69.95625656587772,293.6912401135256,48.2,48.958618,267.27181038830054,4.3010752688172005,267.27181038830054
20103,ANCASH,HUARAZ,COLCABAMBA,X,-8.5228,-77.8769,26.31578947368422,46.61524799917731,71.66820307605977,453.3050422271299,79.0,59.67178,48.426150121065376,26.31578947368422,48.426150121065376
20104,ANCASH,HUARAZ,HUANCHAY,X,-8.3264,-77.585,21.875,52.094584167501665,70.43550729805789,312.3292470905096,53.3,66.786406,250.5592841163311,21.875,250.5592841163311
20105,ANCASH,HUARAZ,INDEPENDENCIA,X,-9.1139,-77.3697,63.88888888888889,73.3703897539794,75.29860916717843,958.0920369809884,81.4,88.462303,123.34731798991517,63.88888888888889,123.34731798991517
20106,ANCASH,HUARAZ,JANGAS,X,-9.2942,-77.6225,54.285714285714285,58.4735128410733,78.79867813952899,563.8572432327223,78.1,76.626187,184.09714061887973,54.285714285714285,184.09714061887973
20107,ANCASH,HUARAZ,LA LIBERTAD,X,-9.1525,-76.9903,43.67816091954023,28.436809863575807,71.18302131552562,137.7922530401911,48.1,59.548438000000004,263.62038664323376,43.67816091954023,263.62038664323376
20108,ANCASH,HUARAZ,OLLEROS,X,-9.7819,-77.6114,46.875,52.390220790519244,74.4958654901739,299.7877491538902,63.2,72.41924,246.74115456238363,46.875,246.74115456238363
20109,ANCASH,HUARAZ,PAMPAS GRANDE,X,-8.455,-77.4292,8.799999999999997,59.15696948467026,70.03580420347903,310.6949306133209,65.3,53.720710999999994,223.17596566523605,8.799999999999997,223.17596566523605
20110,ANCASH,HUARAZ,PARIACOTO,X,-9.2392,-77.6464,31.914893617021278,51.731555706404095,73.03821642543977,368.7623288016041,75.8,67.965397,260.74259491030455,31.914893617021278,260.74259491030455
20111,ANCASH,HUARAZ,PIRA,X,-9.2347,-76.9253,48.10126582278481,45.90895636282614,76.12153120385717,361.91447822773716,64.2,59.67178,234.3541944074567,48.10126582278481,234.3541944074567
20112,ANCASH,HUARAZ,TARICA,X,-9.3569,-77.5978,77.5,60.445329543866315,76.58174958748486,641.7825208069339,66.9,72.41924,193.73315363881403,77.5,193.73315363881403
20201,ANCASH,AIJA,AIJA,X,-10.1575,-77.4703,50.81967213114754,63.4691506946467,63.316645729286414,699.8044671708078,81.5,79.25616,342.20532319391634,50.81967213114754,342.20532319391634
20202,ANCASH,AIJA,CORIS,X,-10.0742,-77.1464,42.73504273504274,33.099284300000285,63.386334337497516,449.08867340235315,41.5,59.781119000000004,299.55947136563873,42.73504273504274,299.55947136563873
20203,ANCASH,AIJA,HUACLLAN,X,-9.2625,-77.6914,66.66666666666667,31.317015145384886,63.5470702432495,388.2564592494722,62.4,72.850733,270.70063694267515,66.66666666666667,270.70063694267515
20204,ANCASH,AIJA,LA MERCED,X,-8.6022,-77.9925,36.8421052631579,39.888881079487525,63.908259764754405,343.68441511177554,75.8,60.362319,347.0319634703196,36.8421052631579,347.0319634703196
20205,ANCASH,AIJA,SUCCHA,X,-8.3517,-78.0506,58.69565217391305,45.50335533944813,66.10863896135582,609.2242952122688,65.1,76.95279,241.54589371980677,58.69565217391305,241.54589371980677
20301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,X,-9.4289,-78.2047,78.94736842105263,65.25862771938598,70.13433136460328,503.8791059365167,56.2,74.846914,261.8243243243243,78.94736842105263,261.8243243243243
20302,ANCASH,ANTONIO RAYMONDI,ACZO,X,-8.3928,-78.0089,86.48648648648648,51.472371551437845,71.4903929948927,318.50810292780454,72.2,51.661317,380.28169014084506,86.48648648648648,380.28169014084506
20303,ANCASH,ANTONIO RAYMONDI,CHACCHO,X,-9.0131,-78.1403,57.77777777777778,41.19887782738048,69.24506012243278,292.45221071473986,43.5,55.367153,263.47305389221555,57.77777777777778,263.47305389221555
20304,ANCASH,ANTONIO RAYMONDI,CHINGAS,X,-10.1564,-77.4419,81.3953488372093,42.952712594963096,71.66939278607116,429.89701975509536,61.1,68.11404999999999,272.3939235201676,81.3953488372093,272.3939235201676
20305,ANCASH,ANTONIO RAYMONDI,MIRGAS,X,-10.355,-77.1997,22.727272727272734,40.535568524256284,72.97928957518388,168.60260554240975,47.4,46.718422000000004,268.1564245810056,22.727272727272734,268.1564245810056
20306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,X,-9.3253,-77.1569,68.0,35.97813725789278,72.70908348291104,96.52987538603763,76.8,59.928613,242.71844660194174,68.0,242.71844660194174
20401,ANCASH,ASUNCION,CHACAS,X,-10.3381,-77.1711,70.0,56.17354212731762,70.82552525256294,633.5844117830641,70.9,69.596093,249.15465385299876,70.0,249.15465385299876
20402,ANCASH,ASUNCION,ACOCHACA,X,-9.0472,-77.8108,82.6086956521739,48.197955028273924,71.93616203192342,317.01389029838276,72.4,62.088197,329.073482428115,82.6086956521739,329.073482428115
20501,ANCASH,BOLOGNESI,CHIQUIAN,X,-10.4969,-77.2428,57.8125,58.969689738586254,71.44440685546145,836.7475269347694,78.8,82.577758,312.23863953164204,57.8125,312.23863953164204
20502,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,X,-9.2806,-77.6469,,50.434603065896134,69.81422044253414,532.0571139479756,66.4,77.26259,95.01187648456057,48.64864864864865,95.01187648456057
20503,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,X,-8.8553,-77.3919,46.15384615384615,58.315009794942405,75.50696542030133,401.8154218070398,54.8,57.878819,272.30046948356807,46.15384615384615,272.30046948356807
20504,ANCASH,BOLOGNESI,AQUIA,X,-9.2261,-77.7197,10.833333333333329,43.51220656665549,71.4751403883931,750.1829526019553,66.2,71.540947,206.89655172413794,10.833333333333329,206.89655172413794
20505,ANCASH,BOLOGNESI,CAJACAY,X,-8.5617,-77.6558,31.343283582089555,58.76727661591375,69.6069712983507,691.8045311251692,59.3,77.947066,255.77043044291952,31.343283582089555,255.77043044291952
20506,ANCASH,BOLOGNESI,CANIS,X,-9.475,-78.3036,37.5,73.35942264130347,71.36614787112148,580.3541234369719,72.4,66.68945,22.93577981651376,37.5,22.93577981651376
20507,ANCASH,BOLOGNESI,COLQUIOC,X,-9.8017,-77.4303,44.73684210526315,71.47685467617067,71.03828220956933,879.4842631740793,72.0,86.538994,132.05282112845137,44.73684210526315,132.05282112845137
20508,ANCASH,BOLOGNESI,HUALLANCA,X,-9.1622,-77.3694,5.0847457627118615,42.88781939545183,69.40385538780896,795.0167200790081,61.5,71.43242599999999,171.77177177177177,5.0847457627118615,171.77177177177177
20509,ANCASH,BOLOGNESI,HUASTA,X,-9.0586,-77.0594,16.34615384615384,45.069219761013564,69.67051500805258,478.05888861594735,68.2,63.747085999999996,199.2337164750958,16.34615384615384,199.2337164750958
20510,ANCASH,BOLOGNESI,HUAYLLACAYAN,X,-9.5869,-77.1772,13.483146067415731,67.62821774745163,75.71863997174839,285.1821099920537,51.3,53.174178999999995,213.7546468401487,13.483146067415731,213.7546468401487
20511,ANCASH,BOLOGNESI,LA PRIMAVERA,X,-9.0758,-78.5842,38.46153846153846,69.83252732201002,71.80634533871591,287.41240598457796,24.700000000000003,62.464624,52.576235541535226,38.46153846153846,52.576235541535226
20512,ANCASH,BOLOGNESI,MANGAS,X,-8.3394,-77.5992,46.666666666666664,58.84037024354549,71.86703709772058,381.05323688858994,27.0,66.68945,265.017667844523,46.666666666666664,265.017667844523
20513,ANCASH,BOLOGNESI,PACLLON,X,-9.12,-76.9947,5.0,25.981462185461645,72.93388725047924,743.834784513233,76.6,77.26259,163.7492941840768,5.0,163.7492941840768
20514,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,X,-10.1517,-77.1586,14.285714285714292,77.5916970244556,68.91104993785687,393.73361349283124,26.200000000000003,77.26259,30.816640986132512,14.285714285714292,30.816640986132512
20515,ANCASH,BOLOGNESI,TICLLOS,X,-9.4939,-77.8619,10.714285714285708,53.08905585883803,71.70742465657212,522.1241567274235,49.1,64.014881,123.93493415956624,10.714285714285708,123.93493415956624
20601,ANCASH,CARHUAZ,CARHUAZ,X,-9.9872,-77.6467,47.5,65.39926158086051,76.31392662811923,601.902730052373,66.6,74.658695,201.12016293279024,47.5,201.12016293279024
20602,ANCASH,CARHUAZ,ACOPAMPA,X,-10.535,-77.4236,100.0,70.50452613578942,79.26733649833263,608.6499050021981,73.0,73.85235,175.0465549348231,100.0,175.0465549348231
20603,ANCASH,CARHUAZ,AMASHCA,X,-9.0239,-78.6181,81.25,56.65342118292595,82.72674988748675,263.4759839163978,59.3,63.364779999999996,184.59579885423298,81.25,184.59579885423298
20604,ANCASH,CARHUAZ,ANTA,X,-9.5956,-77.8108,56.52173913043478,62.74220126454971,76.49423901708208,434.95267369706266,66.2,53.902748,195.21912350597609,56.52173913043478,195.21912350597609
20605,ANCASH,CARHUAZ,ATAQUERO,X,-10.3117,-77.6156,44.44444444444444,48.991100233664326,76.84393598130214,208.2651288874071,81.4,58.006806999999995,303.03030303030306,44.44444444444444,303.03030303030306
20606,ANCASH,CARHUAZ,MARCARA,X,-9.4622,-78.3831,90.38461538461539,67.78172699051456,82.13569226632181,525.3599879627773,69.7,75.491717,180.9140922556073,90.38461538461539,180.9140922556073
20607,ANCASH,CARHUAZ,PARIAHUANCA,X,-8.2658,-77.8483,71.42857142857143,73.34492103448783,81.04170511235006,480.9561121070043,65.5,73.85235,141.1042944785276,71.42857142857143,141.1042944785276
